"","cv","spprich","sdev","avg"
"1",0.883479933268022,4,27.2503681649428,30.8443543976633
"2",0.867140946194534,3,26.4745729744003,30.5308763132274
"3",0.987137731953261,3,30.6272251747995,31.0262936806165
"4",0.914591861645461,3,28.0918560254625,30.7151825896656
"5",1.08953590370673,2,30.3066164758686,27.8160787292662
"6",0.959097382468106,2,30.2570000369237,31.5473700481399
"7",0.941127136576259,2,28.6479893484239,30.4400842724
"8",1.02394864645294,2,32.1026621226945,31.3518282717607
"9",0.993720317500379,2,26.3086834447905,26.4749376474135
"10",1.10846036346877,2,30.5412929006118,27.5528958067902
"11",1.39021157300728,2,29.2002570073649,21.0041820787029
"12",1.01184536242112,1,31.9094036185534,31.5358500455062
"13",0.964276590487383,1,24.9250291191097,25.8484229162005
"14",1.29413520393714,1,27.4763685716099,21.2314513105112
"15",1.81225213472771,1,25.7905438432502,14.231211733198
