"","cv","spprich","sdev","avg"
"1",0.067251436057327,4,1.12349038695627,16.7058200214279
"2",0.104694890346206,3,1.75557756559952,16.7685123867475
"3",0.112157205642388,3,1.87823465557247,16.746446604253
"4",0.108691463376201,3,1.81023724680908,16.6548244965984
"5",0.104804093814325,3,1.7338379560466,16.543609060905
"6",0.163721814439125,2,2.76287858311895,16.8754456611903
"7",0.164245398997612,2,2.75334611597603,16.7636118441045
"8",0.163079216913417,2,2.72332825714451,16.6994195133423
"9",0.16102152251976,2,2.67796327387667,16.6310890120173
"10",0.159630059540087,2,2.63970087133285,16.5363646354461
"11",0.155164337793199,2,2.5464471206961,16.4112911311488
"12",0.277797351879359,1,4.71322526061965,16.9664153698142
"13",0.273234867713843,1,4.57417400829641,16.7408136690918
"14",0.265115616951762,1,4.37384529454956,16.497878717365
"15",0.258289712195124,1,4.21056724522934,16.3017226255162
