"","rsd","cv","spprich","sdev","avg"
"1",0,0.012302783608926,1,0.208932785986024,16.9825620467256
"2",0.02,0.0249651419488009,1,0.424364660190623,16.9982874946563
"3",0.04,0.0382262219345315,1,0.649678269904902,16.9956181130738
"4",0.06,0.0491405147734727,1,0.837461545351158,17.0421809623216
"5",0.08,0.0620738804403868,1,1.05971860289929,17.0718923221982
"6",0.1,0.0760798236102411,1,1.29945918518279,17.0802076492705
"7",0.12,0.0880047987205391,1,1.51445478742249,17.2087750831823
"8",0.14,0.0996465221386145,1,1.70540699793968,17.1145661819221
"9",0.16,0.110386092493573,1,1.90894303945603,17.2933292259365
"10",0.18,0.125843202133731,1,2.18288668205933,17.3460834200612
"11",0.2,0.139260375026496,1,2.42210860325695,17.3926617876486
"12",0.22,0.149392481403228,1,2.60883709333854,17.4629745006844
"13",0.24,0.164613803669302,2,2.88668371061431,17.5360974977133
"14",0.26,0.174026818774202,2,3.0707944547346,17.6455242724336
"15",0.28,0.189541636113379,2,3.38601849022265,17.8642463980696
"16",0.3,0.201311179854037,2,3.59828364904638,17.8742365508729
"17",0.32,0.217577038604916,2,3.90636135047476,17.9539227830381
"18",0.34,0.230288310437018,2,4.17092853587358,18.1117683653087
"19",0.36,0.244768466930806,2,4.44017752001759,18.1403167478791
"20",0.38,0.251207087958413,2,4.62459472912759,18.4094914148808
"21",0.4,0.271894274295053,2,5.09266041598643,18.7302966536912
"22",0.42,0.29697747708295,2,5.56293037006767,18.7318258095171
"23",0.44,0.299469979302365,2,5.69193493437501,19.0066962559477
"24",0.46,0.307586310379381,2,5.7944984178625,18.8386095945411
"25",0.48,0.330386996989686,2,6.28538236507182,19.0243030819643
"26",0.5,0.336323600860859,2,6.53792643055934,19.4393923406646
"27",0.52,0.35743429494691,2,7.00575920607394,19.6001315629619
"28",0.54,0.371975907041644,2,7.27364118820201,19.5540653319455
"29",0.56,0.396012073720957,2,7.91504377131962,19.9868748872966
"30",0.58,0.39949584100492,2,8.00778601308122,20.0447293592291
"31",0.6,0.422041961191903,2,8.6381406957344,20.467492548227
"32",0.62,0.440968316463052,2,9.21992773456782,20.9083677678243
"33",0.64,0.446870494085926,2,9.33188058346228,20.8827405410837
"34",0.66,0.459881542723121,3,9.75549020167124,21.2130500909116
"35",0.68,0.459146082305406,3,9.84867610410865,21.4499839673198
"36",0.7,0.496907917807093,3,10.8774097940392,21.8901921346763
"37",0.72,0.492168917447559,3,10.7738623284922,21.8905785118789
"38",0.74,0.506446768725242,3,11.2475233018194,22.2086979252135
"39",0.76,0.526753885555776,3,12.000454891206,22.7819010362768
"40",0.78,0.549512745157409,3,12.7190771900414,23.1461004355741
"41",0.8,0.543184338561649,3,12.9056374273309,23.7592222586995
"42",0.82,0.553037002664065,3,13.2364465362239,23.9341065289699
"43",0.84,0.565448182605036,3,13.4931937679095,23.8628298454263
"44",0.86,0.578060329979806,3,13.9640195822763,24.1566820244595
"45",0.88,0.583230605464037,3,14.1742605136955,24.3030121891804
"46",0.9,0.599969624064404,3,14.7898118624701,24.6509344294446
"47",0.92,0.603233620659151,4,14.9237140982829,24.7395264242331
"48",0.94,0.612153684546816,4,15.7365338002273,25.7068350603448
"49",0.96,0.621202439968962,4,16.0082461386794,25.7697734404895
"50",0.98,0.638680158135238,4,16.3688128546485,25.6291238206627
"51",1,0.633442629053999,4,15.8795186095562,25.0685979774856
"52",1.02,0.64701514643747,4,16.588407436119,25.6383602879414
"53",1.04,0.655915392437052,4,16.8799509855341,25.7349517638497
"54",1.06,0.656935018223449,4,17.1054052249486,26.0381997464632
"55",1.08,0.670870101977078,4,17.8677657200515,26.6337189083171
"56",1.1,0.669108372956419,4,17.7868015643558,26.5828411110233
"57",1.12,0.665766036506941,4,17.535578732337,26.3389505784052
"58",1.14,0.680015949950763,4,18.7264857945796,27.5383037646919
"59",1.16,0.678814054582844,4,18.7601843573951,27.6367058559563
"60",1.18,0.700241139885803,4,19.1351093486193,27.3264569284516
"61",1.2,0.687005590559607,4,18.4410450878691,26.8426419541182
"62",1.22,0.684338439264366,4,18.4014144240589,26.8893479720935
"63",1.24,0.684662713981525,4,18.6906646225065,27.2990835353286
"64",1.26,0.700190156449412,4,19.0135693440286,27.1548652446706
"65",1.28,0.718218371992366,4,20.46694607624,28.4968289233035
"66",1.3,0.719902575394111,4,20.2093591869274,28.0723529511806
"67",1.32,0.701443657582191,4,19.6204409968337,27.9715138696435
"68",1.34,0.694776863791544,4,20.1781784329166,29.0426746837827
"69",1.36,0.71139388605028,4,20.3241957402877,28.5695395178743
"70",1.38,0.729323877673481,4,20.8613747529476,28.6037183089285
